n_instances,n_features,n_num_features,n_cat_features,missing_ratio,target_num_classes,feature_mean_skew,feature_mean_kurtosis,mean_feature_variance,mean_feature_correlation,mean_mutual_info,max_mutual_info,target_entropy,dataset
1055,41,41,0,0.0,2,3.798639219138437,44.71323751870399,7.936983712530466,0.1653857247219114,0.059468366352779,0.1782600459402534,0.9223486034186668,1494
2984,144,144,0,0.0,2,4.356324140834412,61.02968916856455,0.1698479804542922,0.0501206870257609,0.0213825743581897,0.2206685912531136,0.99999999711461,41143
2000,240,240,0,0.0,10,-0.0363703430428612,-0.827860818739741,6.141880871685843,0.1721473682893496,0.2275691780545416,0.477661491445184,3.3219280804604123,40979
522,21,21,0,0.0,2,8.953093312714131,130.1084314806713,613850917.7863057,0.7753209601361813,0.1265149470783344,0.1617714234975775,0.7317786164198357,1063
539383,7,7,0,0.0,2,0.7515973449759031,0.4357518976133083,623284.3435568555,0.0865737793042995,0.0195121991881026,0.0418398359799256,0.9913943837797884,1169
846,18,18,0,0.0,4,1.0415777283622751,5.15314051651476,2025.5889786487985,0.4070565349191195,0.2150707453670066,0.4060781446627231,1.9990667597635827,54
2109,21,21,0,0.0,2,4.203178133145592,31.853391909268,14549820.251134738,0.7203468147931328,0.0678823467377097,0.0957707817403781,0.6211733393479899,1067
9873,32,32,0,0.0,5,0.9535036062291876,47.82230922705951,4.412121769810469e-05,0.0895298130076356,0.1047596450316452,0.2235842230480709,2.1934237289200733,4538
3186,180,180,0,0.0,3,1.163659312390627,-0.5634032798159345,0.1862612517764521,0.0312580743999394,0.0170496666875112,0.2488493065726686,1.4797951562264935,40670
797,4,4,0,0.0,6,0.0519236884188635,-1.1499574089531146,2.575247630877095,0.1590957040487556,0.0102268488073349,0.0261928996859635,2.580259199126481,469
34465,118,118,0,0.0,2,-5.090582893718773,232.4531120606582,0.1162070378311777,0.1675234183582097,0.0721915998860677,0.2884375967211494,0.8629999899021865,1486
4898,11,11,0,0.0,7,1.3004202703800027,7.066218731889682,193.03105809836168,0.1782662490014533,0.0769825469750307,0.1772874905379109,1.861714923136692,40498
4147,48,48,0,0.0,2,5.69359192087298,151.47343751076258,1685.8984474713895,0.0574326492155862,0.0165745673496094,0.1195937456192048,0.8083026519466419,41156
1080,856,856,0,0.0,9,23.16238193688335,636.4605777891868,0.0082510317249507,0.0096712014453702,0.0163290738701624,0.257422981849162,3.169924988458057,1468
